state,location,million_plus_city,lat,lon,crash_date,crash_day,article_date,month,vehicle1,vehicle2,killed,injured,age,gender,road_type,crash_type
Karnataka,Baptist Hospital,Bengaluru,13.035843638983389,77.58910591124246,2022-10-23,Sunday,2022-10-24,October,Two Wheeler,Pole,1,1,45,Male,NH,Fixed Object Collision
Maharashtra,Adgaon Bridge,Nashik,20.03460422427335,73.85171797226306,2022-10-23,Sunday,2022-10-25,October,Pedestrian,Two Wheeler,1,0,24,Male,OR,Hit and Run
Karnataka,Hosur Rd,Bengaluru,12.858105129212836,77.6628555956384,2022-10-24,Monday,2022-10-25,October,Two Wheeler,Nil,1,0,33,Male,NH,Run Off Road
Uttarakhand,Nanakmatta,Nil,28.940628037363677,79.81376364970457,2022-10-25,Tuesday,2022-10-26,October,Two Wheeler,Van,2,1,"30,27",Both,SH,Head On Collision
Karnataka,Pravasi Mandir,Nil,13.311897876452,76.25789561510426,2022-10-24,Monday,2022-10-26,October,Car,Divider,3,2,,Both,NH,Fixed Object Collision
Bihar,Hajipur,Nil,25.689591514874596,85.23068023151018,2022-10-26,Wednesday,2022-10-27,October,Bus,Truck,2,20,,,NH,With Parked Vehicle
Uttar Pradesh,Handia Toll Plaza,Nil,25.378684543924045,82.15656781530603,2022-10-27,Thursday,2022-10-27,October,SUV,Pole,6,4,"40,32,70,36,13,1",Both,NH,Fixed Object Collision
Jharkhand,Dhawatand,Nil,23.838649895530164,86.03995143781891,2022-10-27,Thursday,2022-10-27,October,Truck,Bus,1,1,,Male,OR,With Parked Vehicle
Tamil Nadu,Sevandampatti,Nil,10.347329030447098,78.38657061471017,2022-10-26,Wednesday,2022-10-27,October,Car,Car,4,4,"64,20,20,60",Female,OR,Head On Collision
Maharashtra,Parivartan Chowk,Nagpur,21.101856403905604,79.10178357508721,2022-10-26,Wednesday,2022-10-27,October,Two Wheeler,Bus,1,1,55,Female,OR,Head On Collision
Maharashtra,Anjangaon,Nil,21.17411642577176,77.32206437894702,2022-10-26,Wednesday,2022-10-27,October,Truck,Nil,1,23,18,Female,NH,Run Off Road
Madhya Pradesh,Poonam Resorts,Nil,22.59294272934744,75.78520197432613,2022-10-26,Wednesday,2022-10-28,October,Van,Pick Up,1,7,50,Male,SH,Others
Maharashtra,Ganpat Patil Nagar,Mumbai,19.25195722853723,72.84653464782102,2022-10-25,Tuesday,2022-10-28,October,Two Wheeler,Truck,1,2,,Female,OR,Hit From Side
Maharashtra,Borivli,Mumbai,19.23388034633515,72.85703335792267,2022-10-26,Wednesday,2022-10-28,October,Pedestrian,Truck,1,0,86,Female,OR,Hit and Run
Chhattisgarh,Pantora,Nil,22.269218972571004,82.64405765098273,2022-10-27,Thursday,2022-10-28,October,Two Wheeler,Truck,1,0,55,Male,OR,Hit From Side
Maharashtra,Morgaon,Nil,18.14618749717706,74.56718253781582,2022-10-27,Thursday,2022-10-29,October,Pedestrian,SUV,3,0,"62,22,45",Both,OR,Hit and Run
Telangana,Kesamudram,Nil,17.688016079430852,79.89392851062833,2022-10-28,Friday,2022-10-29,October,Car,Ditch,4,3,"39,45,35,15",Male,OR,Run Off Road
Madhya Pradesh,Dewas Bypass,Nil,22.926332572622865,76.0115211646357,2022-10-28,Friday,2022-10-29,October,Car,SUV,1,2,42,Male,NH,Hit and Run
Maharashtra,Indiranagar,Pune,18.464665044127813,73.86427239354803,2022-10-28,Friday,2022-10-30,October,Two Wheeler,Unidentified,1,0,57,Male,OR,Hit and Run
Maharashtra,Sahyadri Nursery,Nashik,20.03323642706155,73.85964826800533,2022-10-28,Friday,2022-10-30,October,Pedestrian,Two Wheeler,1,0,40,Male,NH,Hit and Run
Madhya Pradesh,Mandla,Nil,22.59669685394062,80.36986110206573,2022-10-27,Thursday,2022-10-30,October,Two Wheeler,Tractor,1,0,,Male,OR,Others
Bihar,Bikram-Bihta Rd,Nil,25.50514359461877,84.86510399568847,2022-10-29,Saturday,2022-10-30,October,Car,Truck,3,0,"65,60,70",Both,SH,Others
Bihar,Bihta,Nil,25.55447358818071,84.86617772481523,2022-10-29,Saturday,2022-10-30,October,Two Wheeler,Truck,1,1,26,Male,SH,Head On Collision
Bihar,Simri,Nil,25.640953934035768,84.11521632039651,2022-10-29,Saturday,2022-10-30,October,Bus,Truck,2,0,,,OR,With Parked Vehicle
Punjab,Jhanjeri,Nil,30.68284480941984,76.61719372787276,2022-10-29,Saturday,2022-10-30,October,Pedestrian,Car,3,0,,Both,SH,Hit and Run
Punjab,Sector 28,Chandigarh,30.716841466984384,76.80458595561909,2022-10-29,Saturday,2022-10-30,October,Two Wheeler,Car,1,1,16,Male,OR,Others
Maharashtra,Junoni,Nil,17.24338242804452,75.00424475373016,2022-10-31,Monday,2022-10-31,October,Pedestrian,Car,4,4,,,NH,Hit and Run
Chhattisgarh,PTS Rajnandgaon,Nil,21.09523014387065,81.00741500393691,2022-10-29,Saturday,2022-10-31,October,Car,Tree,2,1,65,Male,SH,Fixed Object Collision
Telangana,DK Road,Hyderabad,17.438425267294747,78.45059784004324,2022-10-30,Sunday,2022-10-31,October,Pedestrian,Bus,1,0,62,Male,OR,Hit and Run
Chhattisgarh,Sargaon,Nil,21.900406301426106,81.9815146263907,2022-10-31,Monday,2022-11-01,November,Car,Truck,1,2,42,Male,SH,With Parked Vehicle
Haryana,Airia Mall,Nil,28.38378552681842,77.05328822442098,2022-10-29,Saturday,2022-11-01,November,Two Wheeler,Car,1,1,19,Male,NH,Head On Collision
Telangana,Adilabad,Nil,19.66430394939275,78.52895617239561,2022-10-30,Sunday,2022-11-01,November,Car,Truck,4,0,"56,26,17,51",Both,OR,Others
Karnataka,Laggere Bridge,Bengaluru,13.010315462356882,77.52756974278834,2022-10-30,Sunday,2022-11-01,November,Two Wheeler,Pole,2,0,"21,22",Male,OR,Fixed Object Collision
Telangana,Medchal,Nil,17.635476518528307,78.4851888279516,2022-10-30,Sunday,2022-11-01,November,Car,Lorry,3,9,,,NH,Hit From Back
Madhya Pradesh,Ghuraiya Hotel,Nil,26.42084903925853,78.05370856131539,2022-11-02,Wednesday,2022-11-02,November,SUV,Truck,5,3,,,NH,Others
Telangana,Gamjal Toll Plaza,Nil,19.027063178328984,78.36298370549322,2022-11-01,Tuesday,2022-11-02,November,SUV,Tree,1,3,,Female,NH,Fixed Object Collision
Gujarat,Sodhaliya,Nil,22.05943267063244,73.82253877574095,2022-10-31,Monday,2022-11-02,November,Car,Ditch,3,2,"27,22,22",Male,OR,Vehicle Overturn
Uttar Pradesh,Kurana,Nil,28.028460686612323,77.62333495442708,2022-11-02,Wednesday,2022-11-02,November,Two Wheeler,Truck,5,8,"62,25,38,22,45",Male,NH,Others
Punjab,Basti Jodhewal,Ludhiana,30.932516169629725,75.8677287599747,2022-11-01,Tuesday,2022-11-03,November,SUV,Truck,2,1,"30,35",Male,NH,Hit From Back
Uttar Pradesh,Tappal,Nil,28.04188431027413,77.58330316350516,2022-11-01,Tuesday,2022-11-03,November,Two Wheeler,Truck,5,6,,Both,NH,Hit and Run
Telangana,Kompally Bridge,Hyderabad,17.56429663919786,78.49334533381393,2022-11-01,Tuesday,2022-11-03,November,Two Wheeler,Divider,2,0,"19,20",Male,NH,Fixed Object Collision
Telangana,Tadbanpally,Nil,17.705116700596818,78.0941287496498,2022-11-02,Wednesday,2022-11-03,November,Auto Rickshaw,SUV,2,0,"28,20",Male,NH,Head On Collision
West Bengal,Park Circus ,Kolkata,22.53915746745593,88.37358247336473,2022-11-02,Wednesday,2022-11-03,November,Pedestrian,Truck,1,0,49,Male,OR,Head On Collision
Madhya Pradesh,Gudgaon,Nil,21.60189976066658,77.71458618022855,2022-11-04,Friday,2022-11-04,November,Car,Bus,11,0,,Both,OR,Head On Collision
West Bengal,Eco Park,Nil,22.603810294401853,88.46977913340776,2022-11-03,Thursday,2022-11-04,November,Car,Van,1,1,22,Male,OR,Hit From Back
Karnataka,Hanuman Junction,Nil,13.009116547883451,78.1864943926819,2022-11-02,Wednesday,2022-11-04,November,Two Wheeler,Bus,1,1,52,Female,OR,Hit From Back
Karnataka,Kamakshipalya,Bengaluru,12.985166001053273,77.52430014271957,2022-11-02,Wednesday,2022-11-04,November,Two Wheeler,Bus,1,0,24,Male,OR,Hit From Back
Uttar Pradesh,Dasna,Ghaziabad,28.684720458145044,77.52090636565661,2022-11-04,Friday,2022-11-05,November,Ambulance,Truck,2,0,"36,23",Male,NH,Head On Collision
Madhya Pradesh,Bhagirathpura,Indore,22.73612328087668,75.86362615356401,2022-11-04,Friday,2022-11-05,November,Two Wheeler,Divider,2,0,,Male,OR,Fixed Object Collision
Maharashtra,Kharghar Skywalk,Mumbai,19.0265073987421,73.05742370796258,2022-11-03,Thursday,2022-11-05,November,Two Wheeler,Truck,1,1,45,Female,NH,Hit From Back
Uttar Pradesh,Mathura Cantonment,Nil,27.484866638723137,77.68776852076145,2022-11-04,Friday,2022-11-06,November,Car,Car,4,4,"65,40,48,26",Male,NH,Head On Collision
Rajasthan,Gurha Kumawatan,Nil,26.938019550557154,75.51456395426437,2022-11-06,Sunday,2022-11-06,November,Two Wheeler,Two Wheeler,3,3,"17,22,20",Male,OR,Head On Collision
Madhya Pradesh,Kalaghat,Nil,22.16021606354261,75.44686078799634,2022-11-05,Saturday,2022-11-06,November,Two Wheeler,Bus,4,0,"40,35,12,7",Both,NH,Hit From Back
West Bengal,Belgachia Bridge,Kolkata,22.603746729307865,88.37949618025485,2022-11-04,Friday,2022-11-06,November,Pedestrian,Two Wheeler,1,0,67,Female,OR,Hit and Run
West Bengal,Laha Bari,Kolkata,22.59149529340383,88.37117242852943,2022-11-04,Friday,2022-11-06,November,Pedestrian,Two Wheeler,1,0,30,Male,OR,Hit and Run
Tamil Nadu,Vanabadrakalimman,Coimbatore,10.993631217180676,76.98248328605914,2022-11-05,Saturday,2022-11-07,November,Pedestrian,Unidentified,1,1,4,Male,OR,Hit and Run
Madhya Pradesh,Ganpati Ghat,Nil,22.373075049293465,75.52479322342779,2022-11-05,Saturday,2022-11-07,November,Two Wheeler,Bus,4,0,"35,32,5,10",Both,NH,Head On Collision
Rajasthan,Dungra Chhota,Nil,23.16809806028498,74.31279268503023,2022-11-06,Sunday,2022-11-07,November,Two Wheeler,Two Wheeler,3,3,"20,17,22",Both,OR,Head On Collision
Rajasthan,Patriya,Nil,23.15196396922503,74.30044703815592,2022-11-06,Sunday,2022-11-07,November,Two Wheeler,Truck,1,1,22,Male,OR,With Parked Vehicle
Chhattisgarh,Kotmi,Nil,22.8151476870785,82.09155502478767,2022-11-06,Sunday,2022-11-07,November,Two Wheeler,Truck,3,0,"22,24,26",Male,SH,With Parked Vehicle
Chhattisgarh,Godari,Nil,21.16637436214181,82.02690125718406,2022-11-06,Sunday,2022-11-07,November,Car,Tree,2,0,"41,44",Male,OR,Fixed Object Collision
Rajasthan,Anupgarh,Nil,29.197095840789228,73.22412562749123,2022-11-07,Monday,2022-11-07,November,Car,Divider,4,1,"25,23,22,23",Male,NH,Fixed Object Collision
Tamil Nadu,Irumbuliyar,Chennai,12.919932693787889,80.111051133181,2022-11-05,Saturday,2022-11-07,November,Two Wheeler,Divider,1,1,19,Male,SH,Fixed Object Collision
Punjab,Pratap Chowk,Ludhiana,30.889630233878883,75.86310476667818,2022-11-07,Monday,2022-11-08,November,Two Wheeler,Truck,1,1,70,Female,OR,Hit From Back
Chhattisgarh,Kotmi,Nil,21.836022347490687,83.14062173571318,2022-11-06,Sunday,2022-11-08,November,Two Wheeler,Truck,3,0,"22,24,26",Male,OR,With Parked Vehicle
Chhattisgarh,Ghodari,Nil,21.16952435655965,82.03530377208584,2022-11-06,Sunday,2022-11-08,November,Car,Tree,2,0,,Male,NH,Fixed Object Collision
Chhattisgarh,Pathariya,Nil,21.837292736953927,81.90286490362809,2022-11-06,Sunday,2022-11-08,November,Two Wheeler,Car,1,0,41,Male,NH,Head On Collision
Uttar Pradesh,Thana Tappal,Nil,28.043663479402937,77.5790983609343,2022-11-07,Monday,2022-11-09,November,Pedestrian,Car,3,2,"20,20,29",Male,NH,Hit and Run
Rajasthan,Ramnagriya,Jaipur,26.82033722245593,75.87456638419907,2022-11-08,Tuesday,2022-11-09,November,Pedestrian,Truck,1,0,25,Male,OR,Hit and Run
Tamil Nadu,Pattanam,Coimbatore,10.983245972650325,77.04921377211528,2022-11-09,Wednesday,2022-11-10,November,Truck,Truck,1,2,35,Male,NH,Head On Collision
Tamil Nadu,Perumbakkam,Nil,12.89236556129924,80.18872763057632,2022-11-09,Wednesday,2022-11-10,November,Two Wheeler,Bus,1,1,45,Female,OR,Hit From Back
Goa,Suke Kulan,Nil,15.682378247111638,73.83395900284525,2022-11-09,Wednesday,2022-11-10,November,Car,Crane,1,2,25,Male,NH,Hit From Side
Maharashtra,Trimbakeshwar Rd,Nil,19.946401518149656,73.59990527078837,2022-11-09,Wednesday,2022-11-11,November,Two Wheeler,Bus,1,1,,Male,OR,Head On Collision
Andhra Pradesh,Thavanam Palli,Nil,13.263755129233203,79.01177860886744,2022-11-11,Friday,2022-11-11,November,Car,Truck,3,0,"28,33,2",Both,SH,With Parked Vehicle
Uttar Pradesh,Amroha,Nil,28.906938850995687,78.47690637211832,2022-11-12,Saturday,2022-11-12,November,Car,SUV,3,0,"22,60,58",Both,SH,Head On Collision
Madhya Pradesh,Pipalkhunta,Nil,23.145432253457194,75.07122922984281,2022-11-11,Friday,2022-11-12,November,Pedestrian,Truck,3,1,25,Both,OR,Hit and Run
Uttarakhand,Fitari,Nil,31.14253660747368,78.265141668431,2022-11-11,Friday,2022-11-13,November,Car,Gorge,1,3,41,Male,OR,Vehicle Overturn
Punjab,Samrala Rd,Ludhiana,30.913165008762128,75.87110012928143,2022-11-12,Saturday,2022-11-13,November,Car,Car,3,4,"44,40,38",Both,OR,Head On Collision
Karnataka,Electronic City Expressway,Bengaluru,12.877966005732084,77.64683164558797,2022-11-12,Saturday,2022-11-13,November,Two Wheeler,Lorry,1,0,56,Male,NH,Hit From Side
Uttar Pradesh,Paliya,Nil,27.53762373689336,79.4525978524351,2022-11-11,Friday,2022-11-13,November,Car,Tree,3,2,"26,22,27",Both,OR,Fixed Object Collision
Karnataka,Banaswadi,Bengaluru,13.015265802638504,77.66202345804389,2022-11-11,Friday,2022-11-13,November,Pedestrian,Truck,1,0,23,Male,NH,Hit and Run
Uttar Pradesh,Khodaypur,Nil,26.044171036000023,81.10449657552155,2022-11-12,Saturday,2022-11-14,November,Pedestrian,Truck,2,0,"50,26",Male,SH,Hit and Run
Andhra Pradesh,Peddinaidupeta,Nil,18.71702910039372,84.35496793411751,2022-11-14,Monday,2022-11-14,November,Car,Wall,2,2,"45,10",Male,NH,Fixed Object Collision
Karnataka,Anekere,Nil,12.912005303666117,76.34183653698936,2022-11-13,Sunday,2022-11-14,November,Two Wheeler,Truck,1,0,35,Male,OR,Head On Collision
West Bengal,Taki Rd,Nil,22.69263043044694,88.70236982066494,2022-11-14,Monday,2022-11-14,November,Van,Truck,3,5,,Male,SH,Head On Collision
Madhya Pradesh,Aali,Nil,22.47913420881438,75.4157619980225,2022-11-14,Monday,2022-11-15,November,Two Wheeler,Wall,4,0,"10,21",Male,SH,Fixed Object Collision
Madhya Pradesh,Khamla,Nil,22.605255932255112,75.40407663722769,2022-11-14,Monday,2022-11-15,November,Two Wheeler,Car,2,0,,Male,OR,Others
Madhya Pradesh,Khidkiwala ,Nil,22.34199723547302,77.11095945036001,2022-11-14,Monday,2022-11-15,November,Two Wheeler,Car,1,1,20,Male,SH,Head On Collision
Madhya Pradesh,Jaiahari,Nil,23.151400705564463,81.32105149863257,2022-11-16,Wednesday,2022-11-16,November,Pedestrian,Car,2,0,"33,31",Male,NH,Hit and Run
Andhra Pradesh,Mallepalli,Nil,17.157969968494445,81.9959778880999,2022-11-16,Wednesday,2022-11-16,November,Van,Tractor,4,8,"47,20,30,30",Both,NH,Head On Collision
Punjab,Machhiwara Kohara Rd,Nil,30.90961677407428,76.17570552285814,2022-11-15,Tuesday,2022-11-16,November,Two Wheeler,Truck,2,2,20,Male,OR,Others
West Bengal,Chingrighata Crossing,Kolkata,22.55788854866375,88.41156662701462,2022-11-15,Tuesday,2022-11-16,November,Pedestrian,Bus,1,0,72,Female,SH,Hit and Run
Maharashtra,Vasantdadanagar,Nashik,20.040398986371844,73.85315924485533,2022-11-10,Thursday,2022-11-16,November,Pedestrian,Two Wheeler,1,0,70,Female,OR,Hit and Run
Maharashtra,Malhar Khan Slums,Nashik,20.006128902898396,73.78215597799931,2022-11-10,Thursday,2022-11-16,November,Two Wheeler,Two Wheeler,1,0,30,Male,OR,Head On Collision
Madhya Pradesh,Bhandari Hospital,Indore,22.75265913716417,75.88905087507547,2022-11-14,Monday,2022-11-16,November,Two Wheeler,Divider,1,2,,Male,SH,Fixed Object Collision
Madhya Pradesh,Manasa,Nil,22.777170793297625,75.31797536258264,2022-11-14,Monday,2022-11-16,November,Two Wheeler,Unidentified,1,1,40,Female,NH,Hit and Run
Madhya Pradesh,Khandwa,Nil,21.828574719383823,76.35241466082152,2022-11-14,Monday,2022-11-16,November,Pedestrian,Unidentified,1,0,35,Male,SH,Hit and Run
Haryana,Ghata,Nil,28.417918594240813,77.1000577928368,2022-11-15,Tuesday,2022-11-16,November,Bicycle,Car,1,1,37,Female,OR,Hit From Back
Tamil Nadu,Srivilliputhur,Nil,9.512194771478097,77.63405328187649,2022-11-16,Wednesday,2022-11-17,November,Two Wheeler,Car,1,1,19,Male,NH,Hit From Side
Andhra Pradesh,Kanaka Durga Flyover,Vijayawada,16.520724546873723,80.5991523206196,2022-11-16,Wednesday,2022-11-17,November,Lorry,Truck,2,11,"44,50",Male,NH,Head On Collision
Assam,Banekuchi,Nil,26.46531928732988,91.38738432227764,2022-11-17,Thursday,2022-11-17,November,Car,Railing,4,4,,,NH,Fixed Object Collision
Assam,Ghagrapar circle,Nil,26.452658392784468,91.52925612294672,2022-11-17,Thursday,2022-11-17,November,Car,Railing,3,0,,,NH,Fixed Object Collision
West Bengal,Nowda,Nil,23.90652034670429,88.45715036328681,2022-11-16,Wednesday,2022-11-17,November,Pedestrian,Car,1,0,6,Male,OR,Hit and Run
Rajasthan,Chaksu,Nil,26.605941712405784,75.9464134490382,2022-11-17,Thursday,2022-11-17,November,Two Wheeler,Truck,2,0,"60,55",Male,SH,Head On Collision
Rajasthan,Sirohi,Nil,24.875343542281684,72.86401469452525,2022-11-17,Thursday,2022-11-17,November,Two Wheeler,Bus,3,0,,Male,SH,Head On Collision
Punjab,Dhakoli,Nil,30.65840334955016,76.82078084047541,2022-11-16,Wednesday,2022-11-17,November,Two Wheeler,Truck,1,0,65,Female,NH,Hit From Side
Punjab,Sohana Hospital,Nil,30.694405242332124,76.69910588052726,2022-11-16,Wednesday,2022-11-17,November,Two Wheeler,Car,1,0,33,Male,SH,Others
Madhya Pradesh,Kunuk Bridge,Nil,23.4623810555033,81.62031380403636,2022-11-16,Wednesday,2022-11-17,November,Bus,Truck,3,20,"62,25,50",Male,OR,Head On Collision
Andhra Pradesh,Mallepalli,Nil,17.158188199934717,81.99464155439738,2022-11-16,Wednesday,2022-11-17,November,Van,Truck,4,0,"47,30,30,20",Male,NH,Head On Collision
Haryana,Adi Badri,Nil,30.455038758921837,77.34040527956546,2022-11-16,Wednesday,2022-11-17,November,Car,Gorge,2,1,"45,45",Male,OR,Vehicle Overturn
Andhra Pradesh,Ponnekallu,Nil,16.406236755712985,80.40574691097999,2022-11-16,Wednesday,2022-11-18,November,Two Wheeler,Unidentified,2,0,"22,22",Male,OR,Hit and Run
Madhya Pradesh,Inthkhedi,Nil,23.030184850207604,77.62914651163783,2022-11-16,Wednesday,2022-11-18,November,Two Wheeler,Unidentified,1,0,57,Male,OR,Hit and Run
Tamil Nadu,Tiruvallur,Chennai,13.121091041606617,79.91075089321942,2022-11-17,Thursday,2022-11-18,November,Two Wheeler,Divider,1,0,24,Male,OR,Fixed Object Collision
Madhya Pradesh,Gajner,Nil,26.284292037794447,80.06602269926175,2022-11-16,Wednesday,2022-11-18,November,Van,Train,2,0,,Male,OR,Hit From Side
Jharkhand,Ranchi Ring Rd,Nil,23.447032519188465,85.34401968554762,2022-11-18,Friday,2022-11-19,November,Truck,Divider,2,0,"22,26",Male,OR,Fixed Object Collision
Andhra Pradesh,Dr NTR Beach Rd,Vizag,17.790396174537317,83.38524165467386,2022-11-18,Friday,2022-11-19,November,Two Wheeler,Divider,1,1,19,Male,SH,Fixed Object Collision
Andhra Pradesh,Kashipatnam,Nil,18.173908161533664,83.07705615563678,2022-11-18,Friday,2022-11-19,November,Two Wheeler,Wall,1,1,,Male,OR,Fixed Object Collision
Uttarakhand,Palla Jakhol Rd,Nil,30.52968181757664,79.47554180433299,2022-11-18,Friday,2022-11-19,November,Pick Up,Gorge,12,5,"52,61,41,42,27,37,46,43,50",Both,OR,Vehicle Overturn
Tamil Nadu,Senjeriputhur,Nil,10.817256737653189,77.273122035737,2022-11-17,Thursday,2022-11-19,November,SUV,Pole,1,1,83,Male,SH,Fixed Object Collision
Haryana,Bilaspur Chowk,Nil,28.28863953834606,76.86016916880224,2022-11-16,Wednesday,2022-11-19,November,Two Wheeler,Two Wheeler,2,0,"26,25",Male,NH,Head On Collision
Tamil Nadu,Kamarjar Salai,Chennai,13.033464733203742,80.27745588130928,2022-11-18,Friday,2022-11-19,November,Two Wheeler,Bus,1,1,22,Female,OR,Hit From Back
Maharashtra,509 Chowk,Pune,18.575427291444655,73.89939989300919,2022-11-18,Friday,2022-11-20,November,Two Wheeler,Unidentified,1,0,,Male,OR,Hit and Run
Uttarakhand,Brahmkhal,Nil,30.71096037303688,78.3478945417708,2022-11-19,Saturday,2022-11-20,November,Car,Gorge,5,1,"67,65,52,67,72",Both,NH,Vehicle Overturn
Bihar,Nayaganj,Nil,25.620056059862137,85.45619403250178,2022-11-20,Sunday,2022-11-21,November,Pedestrian,Truck,8,7,,Both,NH,Hit and Run
Bihar,Hathua,Nil,26.36474428692468,84.36332624847657,2022-11-20,Sunday,2022-11-21,November,SUV,Wall,2,0,42,Male,OR,Fixed Object Collision
Punjab,Sangat,Nil,30.08992688123,74.83402077682243,2022-11-20,Sunday,2022-11-21,November,Two Wheeler,Bus,2,0,,Both,OR,Head On Collision
Maharashtra,Kurar Metro Station,Mumbai,19.187585794269648,72.8582979895844,2022-11-20,Sunday,2022-11-22,November,Pedestrian,Truck,1,0,40,Male,OR,Hit and Run
Telangana,Boddugudem,Nil,17.41604008317256,79.35145036527567,2022-11-22,Tuesday,2022-11-22,November,Lorry,SUV,8,2,"68,52,35,61,46,31",Both,OR,Head On Collision
Uttar Pradesh,Atariya,Nil,27.54684620747111,79.74536007975173,2022-11-22,Tuesday,2022-11-22,November,SUV,Ditch,5,6,"30,32,54,25",Male,OR,Vehicle Overturn
Punjab,Chuharpur Rd,Ludhiana,30.93155089781897,75.8020489219434,2022-11-21,Monday,2022-11-22,November,Car,Tree,1,2,25,Male,OR,Fixed Object Collision
Maharashtra,Dari Pul,Pune,18.432456042355387,73.8381317293159,2022-11-20,Sunday,2022-11-22,November,Two Wheeler,Truck,1,0,41,Male,NH,Others
Telangana,Mummallapalle,Nil,16.31830655019522,77.95075530161922,2022-11-20,Sunday,2022-11-22,November,Bus,Tractor,3,16,"42,19,47",Male,NH,Hit From Back
Assam,Hatiakhowa,Nil,26.61980908993047,94.02343225966489,2022-11-21,Monday,2022-11-23,November,Car,Truck,5,0,"26,26,25,25,26",Male,OR,Head On Collision
Uttar Pradesh,SH 25,Nil,27.44540537277724,80.11582304632411,2022-11-22,Tuesday,2022-11-23,November,SUV,Nil,5,0,"31,36,54,40,64",Male,NH,Run Off Road
Karnataka,Chikkonahalli,Nil,13.117553016646877,76.70355899910632,2022-11-22,Tuesday,2022-11-23,November,Two Wheeler,Bus,1,2,15,Female,OR,Hit From Back
Assam,Bihaguri,Nil,26.70337115043496,92.70418700131626,2022-11-21,Monday,2022-11-23,November,Two Wheeler,Truck,2,0,,Male,OR,Head On Collision
Maharashtra,Shirasi,Nil,17.581023297779254,76.25967599791673,2022-11-23,Wednesday,2022-11-23,November,Car,Truck,3,3,,,NH,With Parked Vehicle
Maharashtra,Marie Poussepin's Academy,Nagpur,21.21352805697569,79.13283161552614,2022-11-22,Tuesday,2022-11-23,November,Pedestrian,Bus,1,0,14,Male,OR,Hit and Run
Maharashtra,Pushpak Nagar,Mumbai,18.969945860027263,73.08309419853339,2022-11-22,Tuesday,2022-11-24,November,SUV,Truck,2,0,"39,39",Male,OR,With Parked Vehicle
Tamil Nadu,Koyembedu,Chennai,13.075485551645428,80.19903427346826,2022-11-23,Wednesday,2022-11-24,November,Two Wheeler,Truck,1,0,42,Male,OR,Hit From Back
Madhya Pradesh,Nayangarh,Nil,24.271466866811885,75.05168429622357,2022-11-22,Tuesday,2022-11-24,November,Two Wheeler,Tree,1,0,61,Male,OR,Fixed Object Collision
Uttarakhand,Ghinghartola,Nil,29.829189079464637,79.85159256036074,2022-11-22,Tuesday,2022-11-24,November,Car,Ditch,1,1,60,Female,OR,Vehicle Overturn
Maharashtra,Chota Kashmir,Mumbai,19.161963423521573,72.87188481158118,2022-11-23,Wednesday,2022-11-25,November,Two Wheeler,Bus,1,1,47,Female,OR,Hit From Back
Maharashtra,Ahmednagar Rd,Nil,18.9903697860946,75.75142734060948,2022-11-21,Monday,2022-11-25,November,Two Wheeler,Truck,1,0,42,Male,NH,Head On Collision
Maharashtra,Shivshakti Road Lines,Pune,18.453444782040105,73.84078903488914,2022-11-21,Monday,2022-11-25,November,Pedestrian,Unidentified,1,0,40,Male,NH,Hit and Run
Maharashtra,Udgir,Nil,18.38862883333705,77.12119369995887,2022-11-23,Wednesday,2022-11-25,November,Tractor,Truck,1,5,38,Male,OR,Others
Karnataka,Boliyar,Nil,12.833735043168383,74.97083624240882,2022-11-23,Wednesday,2022-11-25,November,Pedestrian,Bus,1,8,62,Male,OR,Hit and Run
Maharashtra,Amulya Amrutalaya,Nil,19.431339821794676,80.06233300389967,2022-11-23,Wednesday,2022-11-25,November,Pedestrian,Truck,1,0,39,Male,OR,Hit and Run
Karnataka,Old Airport Rd,Bengaluru,12.954700978073774,77.6843094701265,2022-11-23,Wednesday,2022-11-25,November,Two Wheeler,Bus,1,0,,Male,OR,Hit From Back
Gujarat,Swati Park,Rajkot,22.251352838330064,70.80791260812796,2022-11-24,Thursday,2022-11-26,November,Pedestrian,Two Wheeler,1,2,7,Male,NH,Hit and Run
Uttar Pradesh,Rabupura,Nil,28.253160766999283,77.6023364007142,2022-11-24,Thursday,2022-11-26,November,Two Wheeler,Tractor,1,0,42,Male,OR,Hit From Back
Madhya Pradesh,Khajrana,Indore,22.731244661918943,75.90263711866906,2022-11-26,Saturday,2022-11-27,November,Two Wheeler,Truck,1,1,,Male,SH,Head On Collision
Uttar Pradesh,Aoras,Nil,26.907522896186578,80.50137862083321,2022-11-27,Sunday,2022-11-27,November,Two Wheeler,Railing,2,0,"20,18",Both,OR,Fixed Object Collision
Andhra Pradesh,Pothireddipalem,Nil,16.242889744416413,81.22009173032612,2022-11-27,Sunday,2022-11-28,November,Pedestrian,Car,3,0,,Both,SH,Hit and Run
Uttar Pradesh,Mau Aima,Nil,25.701157202774304,81.9090760185718,2022-11-27,Sunday,2022-11-28,November,Two Wheeler,Pick Up,2,0,"21,16",Male,NH,Others
Jammu and Kashmir,Samroli,Nil,32.9911780391831,75.19505566014274,2022-11-28,Monday,2022-11-28,November,Car,Gorge,4,0,,Male,NH,Vehicle Overturn
Madhya Pradesh,Kumtha,Nil,21.62669454526135,76.48345071187337,2022-11-27,Sunday,2022-11-28,November,Car,Tree,3,0,,Male,OR,Fixed Object Collision
